kode,nama_bahan,air,energi,protein,lemak,kh,serat,abu,kalsium,fosfor,besi,natrium,kalium,tembaga,seng,retinol,b_kar,kar_total,thiamin,riboflavin,niasin,vit_c,gula,kategori,sumber
SM065,COCOPOPS sereal,0.0,400.0,6.666666666666667,1.6666666666666667,86.66666666666667,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,tidak_diketahui,TKPI 2017 + Komputasi
SM066,QUAKER instant oatmeal,0.0,400.0,11.428571428571429,8.571428571428571,68.57142857142857,8.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM067,QUAKER kari ayam,0.0,392.8571428571429,14.285714285714286,8.928571428571429,64.28571428571429,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
SM068,QUAKER oat cereal drink 3 in 1,0.0,413.7931034482758,3.4482758620689653,10.344827586206897,75.86206896551724,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93103448275862,tidak_diketahui,TKPI 2017 + Komputasi
SM069,NESTLE nestum,0.0,406.25,9.375,4.6875,84.375,3.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.125,tidak_diketahui,TKPI 2017 + Komputasi
SM070,ENERGEN oat milk mix berries,0.0,416.6666666666667,12.5,8.333333333333334,66.66666666666667,8.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,tidak_diketahui,TKPI 2017 + Komputasi
SM071,ENERGEN sereal coklat,0.0,448.2758620689655,3.4482758620689653,12.06896551724138,79.3103448275862,3.4482758620689653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62068965517241,tidak_diketahui,TKPI 2017 + Komputasi
SM072,POP MIE kuah pedas dower,0.0,480.0,8.0,21.33333333333333,61.33333333333333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,tidak_diketahui,TKPI 2017 + Komputasi
SM073,POP MIE mie goreng pedas,0.0,462.5,7.5,21.25,61.25,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,tidak_diketahui,TKPI 2017 + Komputasi
SM074,POP MIE kari ayam,0.0,466.6666666666666,9.333333333333332,21.33333333333333,60.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,tidak_diketahui,TKPI 2017 + Komputasi
SM075,ABC SELERA PEDAS hot gulai chicken,0.0,450.0,11.666666666666668,20.0,56.66666666666667,3.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,tidak_diketahui,TKPI 2017 + Komputasi
SM076,NONG SHIM CUP NOODLES shin ramyun,0.0,429.1666666666666,8.333333333333332,15.13888888888889,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.638888888888889,tidak_diketahui,TKPI 2017 + Komputasi
SM077,NISSIN CUP NOODLES,0.0,413.3333333333333,9.333333333333332,12.0,68.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,tidak_diketahui,TKPI 2017 + Komputasi
SM078,INDOMIE mi goreng jumbo,0.0,434.108527131783,10.07751937984496,16.27906976744186,62.015503875969,2.3255813953488373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07751937984496,tidak_diketahui,TKPI 2017 + Komputasi
SM079,INDOMIE Mi goreng ,0.0,447.05882352941177,9.411764705882351,16.47058823529412,63.52941176470589,2.3529411764705883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.411764705882351,tidak_diketahui,TKPI 2017 + Komputasi
SM080,INDOMIE mi kuah,0.0,434.7826086956522,10.144927536231885,15.942028985507246,62.31884057971015,2.898550724637681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3478260869565215,tidak_diketahui,TKPI 2017 + Komputasi
SM081,SAMYANG buldak ramen,0.0,378.57142857142856,8.571428571428571,11.428571428571429,60.71428571428572,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,tidak_diketahui,TKPI 2017 + Komputasi
SM082,MIE SEDAAP mi goreng,0.0,461.5384615384616,8.791208791208792,17.582417582417584,65.93406593406594,8.791208791208792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.692307692307693,tidak_diketahui,TKPI 2017 + Komputasi
SM083,BAKMI MEWAH bakmi ayam,0.0,409.09090909090907,11.818181818181818,20.90909090909091,42.72727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,tidak_diketahui,TKPI 2017 + Komputasi
SM084,INDOMIE salted egg,0.0,480.0,11.0,25.0,53.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,tidak_diketahui,TKPI 2017 + Komputasi
SM085,INDOMIE mi goreng sambal rica-rica,0.0,494.11764705882354,9.411764705882351,25.88235294117647,57.64705882352941,8.23529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5294117647058822,tidak_diketahui,TKPI 2017 + Komputasi
SM086,INDOMIE mi goreng sambal matah,0.0,482.3529411764706,9.411764705882351,23.529411764705884,60.0,7.0588235294117645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3529411764705883,tidak_diketahui,TKPI 2017 + Komputasi
SM087,SAMYANG buldak ramen cheese,0.0,392.8571428571429,9.285714285714286,12.857142857142858,60.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,tidak_diketahui,TKPI 2017 + Komputasi
SM088,SAMYANG extreme buldak ramen,0.0,378.57142857142856,8.571428571428571,11.428571428571429,60.71428571428572,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,tidak_diketahui,TKPI 2017 + Komputasi
SM089,SAMYANG buldak ramen stew,0.0,372.4137931034483,6.896551724137932,11.03448275862069,47.58620689655173,0.6896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.827586206896552,tidak_diketahui,TKPI 2017 + Komputasi
MN001,Air mineral ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN002,Es teh tawar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN003,Kopi hitam tanpa gula,0.0,2.083333333333333,0.3083333333333333,0.0,0.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN004,Es teh manis,0.0,30.416666666666668,0.0,0.2458333333333333,6.975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.983333333333333,tidak_diketahui,TKPI 2017 + Komputasi
MN005,Minuman soda,0.0,42.91666666666667,0.0,0.2541666666666666,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.170833333333334,tidak_diketahui,TKPI 2017 + Komputasi
MN006,Bir,0.0,42.5,0.0199652777777777,0.0,3.5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN007,Beer,0.0,43.0,0.46,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN008,Vodka,0.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN009,Soju,0.0,143.0,0.45,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN010,Wine,0.0,83.0,0.07,0.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,tidak_diketahui,TKPI 2017 + Komputasi
MN011,Whiskey,0.0,250.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,tidak_diketahui,TKPI 2017 + Komputasi
MN012,Sake,0.0,134.0,0.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN013,Biji kopi,0.0,399.0,12.4,15.4,62.7,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN014,Expresso,0.0,10.135135135135132,0.1351351351351351,0.1689189189189189,1.6554054054054053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN015,Kopi seduh,0.0,2.0161290322580645,0.2983870967741935,0.0,0.1693548387096774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN016,kopi instan bubuk,0.0,303.0,16.5,1.7,64.6,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN017,Kopi instan seduh,0.0,2.23463687150838,0.100558659217877,0.0,0.3407821229050279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN018,CHATIME Pearl milk tea,0.0,74.8,0.2,2.2,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,tidak_diketahui,TKPI 2017 + Komputasi
MN019,CHATIME milk tea,0.0,60.400000000000006,0.3,2.6,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,tidak_diketahui,TKPI 2017 + Komputasi
MN020,CHATIME mango smoothie,0.0,45.6,0.1,0.1,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,tidak_diketahui,TKPI 2017 + Komputasi
MN021,CHATIME matcha red bean smoothie,0.0,76.80000000000001,0.9,2.1,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.6,tidak_diketahui,TKPI 2017 + Komputasi
MN022,CHATIME matcha tea latte,0.0,38.0,1.3,0.8,6.300000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,tidak_diketahui,TKPI 2017 + Komputasi
MN023,CHATIME taro milk tea,0.0,79.80000000000001,0.4,2.4000000000000004,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9,tidak_diketahui,TKPI 2017 + Komputasi
MN024,OVOMALTINE drink,0.0,424.24242424242425,6.0606060606060606,9.09090909090909,75.75757575757575,3.0303030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.60606060606061,tidak_diketahui,TKPI 2017 + Komputasi
MN025,DELFI hot cocoa,0.0,440.0,4.0,10.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,tidak_diketahui,TKPI 2017 + Komputasi
MN026,HILO belgian chocolate milk,0.0,400.0,16.666666666666668,8.333333333333334,63.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.66666666666667,tidak_diketahui,TKPI 2017 + Komputasi
MN027,NESTLE milo,0.0,400.0,11.428571428571429,8.571428571428571,71.42857142857143,2.857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.71428571428572,tidak_diketahui,TKPI 2017 + Komputasi
MN028,CADBURY hot chocolate,0.0,433.33333333333337,3.333333333333333,11.666666666666668,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,tidak_diketahui,TKPI 2017 + Komputasi
MN029,CHEK HUP kokoo,0.0,455.0,4.0,17.1,69.5,3.3000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN030,NESCAFE original 3 in 1 kopi sachet,0.0,457.1428571428572,5.714285714285714,11.428571428571429,85.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.85714285714286,tidak_diketahui,TKPI 2017 + Komputasi
MN031,GOODDAY the original kopi sachet,0.0,450.0,5.0,12.5,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,tidak_diketahui,TKPI 2017 + Komputasi
MN032,KAPAL API grande white coffe kopi sachet,0.0,450.0,5.0,10.0,85.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,tidak_diketahui,TKPI 2017 + Komputasi
MN033,INDOCAFE coffemix 3 in 1 kopi sachet,0.0,450.0,5.0,10.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,tidak_diketahui,TKPI 2017 + Komputasi
MN034,INDOCAFE cappucino kopi sachet,0.0,440.0,8.0,12.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,tidak_diketahui,TKPI 2017 + Komputasi
MN035,LUWAK white coffee kopi sachet,0.0,450.0,5.0,10.0,85.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,tidak_diketahui,TKPI 2017 + Komputasi
MN036,NESCAFE black coffee drink,0.0,30.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,tidak_diketahui,TKPI 2017 + Komputasi
MN037,LUWAK white coffee drink,0.0,54.16666666666667,1.6666666666666667,0.8333333333333334,9.583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.75,tidak_diketahui,TKPI 2017 + Komputasi
MN038,GOOD DAY cappucino coffee drink,0.0,68.0,0.4,1.4,12.8,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,tidak_diketahui,TKPI 2017 + Komputasi
MN039,NESCAFE latte coffee drink,0.0,54.16666666666667,1.6666666666666667,1.4583333333333337,9.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,tidak_diketahui,TKPI 2017 + Komputasi
MN040,KOPIKO 78◦C coffee latte drink,0.0,66.66666666666667,1.6666666666666667,1.25,11.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,tidak_diketahui,TKPI 2017 + Komputasi
MN041,ABC EXO milk coffee drink,0.0,69.56521739130434,3.4782608695652173,1.5217391304347825,10.434782608695652,0.8695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.565217391304348,tidak_diketahui,TKPI 2017 + Komputasi
MN042,POCARI SWEAT,0.0,28.0,0.0,0.0,6.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,tidak_diketahui,TKPI 2017 + Komputasi
MN043,MIZONE,0.0,18.0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,tidak_diketahui,TKPI 2017 + Komputasi
MN044,YOU C1000 orange water,0.0,32.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,tidak_diketahui,TKPI 2017 + Komputasi
MN045,HYDROCOCO,0.0,24.0,0.0,0.0,7.2,2.8000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,tidak_diketahui,TKPI 2017 + Komputasi
MN046,COOLANT,0.0,28.57142857142857,0.0,0.0,7.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.571428571428571,tidak_diketahui,TKPI 2017 + Komputasi
MN047,NU OCEANA,0.0,32.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,tidak_diketahui,TKPI 2017 + Komputasi
MN048,BUAVITA apple,0.0,44.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,tidak_diketahui,TKPI 2017 + Komputasi
MN049,BUAVITA guava,0.0,52.0,0.0,0.0,12.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,tidak_diketahui,TKPI 2017 + Komputasi
MN050,BUAVITA ROYALE sunshine carrot,0.0,48.0,0.0,0.0,11.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,tidak_diketahui,TKPI 2017 + Komputasi
MN051,BUAVITA orange,0.0,48.0,0.0,0.0,11.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,tidak_diketahui,TKPI 2017 + Komputasi
MN052,BUAVITA mango,0.0,52.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,tidak_diketahui,TKPI 2017 + Komputasi
MN053,BUAVITA ROYALE chloro broccoli,0.0,48.0,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.8,tidak_diketahui,TKPI 2017 + Komputasi
MN054,TEH BOTOL original,0.0,31.11111111111111,0.0,0.0,7.555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.111111111111111,tidak_diketahui,TKPI 2017 + Komputasi
MN055,TEH BOTOL less sugar,0.0,20.0,0.0,0.0,4.888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888888888888888,tidak_diketahui,TKPI 2017 + Komputasi
MN056,TEH BOTOL tawar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN057,TEH PUCUK HARUM,0.0,28.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,tidak_diketahui,TKPI 2017 + Komputasi
MN058,FRESTEA original,0.0,32.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,tidak_diketahui,TKPI 2017 + Komputasi
MN059,TEH GELAS original,0.0,35.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,tidak_diketahui,TKPI 2017 + Komputasi
MN060,COCACOLA zero,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
MN061,SPRITE,0.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,tidak_diketahui,TKPI 2017 + Komputasi
MN062,KREATING DAENG PRO,0.0,50.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,tidak_diketahui,TKPI 2017 + Komputasi
MN063,COCACOLA coca cola,0.0,42.42424242424242,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,tidak_diketahui,TKPI 2017 + Komputasi
MN064,A&W,0.0,51.51515151515152,0.0,0.0,13.030303030303031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.030303030303031,tidak_diketahui,TKPI 2017 + Komputasi
MN065,RED BULL,0.0,44.8,0.0,0.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,tidak_diketahui,TKPI 2017 + Komputasi
FF001,BURGER KING whopper,0.0,244.44444444444443,10.37037037037037,14.814814814814811,18.14814814814815,0.7407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0740740740740735,tidak_diketahui,TKPI 2017 + Komputasi
FF002,BURGER KING double whopper,0.0,254.2372881355932,13.559322033898304,16.384180790960453,13.84180790960452,0.5649717514124294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1073446327683616,tidak_diketahui,TKPI 2017 + Komputasi
FF003,BURGER KING french fries ,0.0,248.36601307189545,3.2679738562091503,11.11111111111111,34.64052287581699,2.6143790849673203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
FF004,BURGER KING onion rings,0.0,350.4273504273504,3.418803418803418,17.94871794871795,45.299145299145295,3.418803418803418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.273504273504273,tidak_diketahui,TKPI 2017 + Komputasi
FF005,BURGER KING ice cone,0.0,158.33333333333334,4.166666666666667,3.75,26.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,tidak_diketahui,TKPI 2017 + Komputasi
FF006,MCDONALD'S sausage mcmuffin,0.0,350.8771929824561,12.280701754385964,21.929824561403507,25.43859649122807,1.7543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.631578947368421,tidak_diketahui,TKPI 2017 + Komputasi
FF007,MCDONALD'S french fries,0.0,290.5982905982906,3.418803418803418,13.675213675213676,37.60683760683761,3.418803418803418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
FF008,MCDONALD'S apple pie,0.0,298.7012987012987,2.5974025974025974,12.987012987012989,41.55844155844156,5.194805194805195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.883116883116884,tidak_diketahui,TKPI 2017 + Komputasi
FF009,MCDONALD'S egg mcmuffin,0.0,217.3913043478261,13.043478260869565,8.695652173913043,21.73913043478261,1.4492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,tidak_diketahui,TKPI 2017 + Komputasi
FF010,MCDONALD'S mc nuggets,0.0,278.3505154639175,15.463917525773194,16.49484536082474,16.49484536082474,1.0309278350515465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tidak_diketahui,TKPI 2017 + Komputasi
